Response ID,Respondent Name,Submission Date & Time,State,City,Region Classification,Age Group,Gender,Occupation,Monthly Income Group,Q07: Online Impulse Freq,Q08: Offline Impulse Freq,Q09: Typical Unplanned Spend,Preferred Shopping Mode,Q10: Need for Touch (1-5),Q11: In-Store Displays (1-5),Q12: Cashier Counter Impulse (1-5),Q13: Salesperson Influence (1-5),Q14: AI Personalization (1-5),Q15: Countdown Urgency (1-5),Q16: Stock Scarcity FOMO (1-5),Q17: Social Proof Reviews (1-5),Q18: Push Notification Alerts (1-5),Q19: Primary Payment Method,Q20: UPI Pain of Paying (1-5),Q21: BNPL Spend Lift (1-5),Q22: Online Impulse Regret (1-5),Q23: Offline Satisfaction (1-5),Q24: Online Return Frequency (1-5),Q25: Deceptive Urgency Trust Loss (1-5),Data Integrity Source Tag
RESP-2026-0119,Akash Kulkarni,2026-09-11T13:09:07.420Z,Madhya Pradesh,Jabalpur,Rest of MP,18 – 24 years (Student / Young Starter),Male,Homemaker / Other,"Above Rs. 1,00,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,5,5,5,5,4,5,5,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,5,4,5,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0120,Amit Deshmukh,2026-09-12T13:07:03.965Z,Madhya Pradesh,Bhopal,Rest of MP,25 – 34 years (Working Professional / Early Career),Female,Student,"Below Rs. 30,000",3 to 4 times a month,Rarely (Less than once a month),"Above Rs. 3,000",Online,2,3,2,3,4,4,3,3,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,2,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0121,Anshika Kapoor,2026-09-13T13:05:00.510Z,Madhya Pradesh,Ujjain,Rest of MP,35 – 49 years,Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,3,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0122,Anurag Arora,2026-08-31T13:02:57.056Z,Madhya Pradesh,Gwalior,Rest of MP,35 – 49 years,Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",Rarely (Less than once a month),Very frequently (5+ times a month),"Rs. 500 to Rs. 1,500",Offline,4,5,4,5,2,2,2,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",4,4,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0123,Arjun Khanna,2026-09-01T13:00:53.602Z,Madhya Pradesh,Jabalpur,Rest of MP,50 years and above,Male,Homemaker / Other,"Above Rs. 1,00,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,5,3,5,4,3,3,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,2,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0124,Arpita Bhatia,2026-09-02T12:58:50.148Z,Madhya Pradesh,Bhopal,Rest of MP,18 – 24 years (Student / Young Starter),Female,Student,"Below Rs. 30,000",3 to 4 times a month,Rarely (Less than once a month),"Above Rs. 3,000",Online,2,4,2,4,4,4,4,4,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,3,4,3,4,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0125,Ashish Malhotra,2026-09-03T12:56:46.693Z,Madhya Pradesh,Ujjain,Rest of MP,25 – 34 years (Working Professional / Early Career),Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,Very frequently (5+ times a month),"Rs. 1,501 to Rs. 3,000",Offline,5,5,3,5,3,3,3,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0126,Avani Kashyap,2026-09-04T12:54:43.238Z,Madhya Pradesh,Gwalior,Rest of MP,35 – 49 years,Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",3 to 4 times a month,Rarely (Less than once a month),"Rs. 500 to Rs. 1,500",Online,2,3,4,3,4,4,3,3,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,2,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0127,Chetan Garg,2026-09-05T12:52:39.784Z,Madhya Pradesh,Jabalpur,Rest of MP,35 – 49 years,Male,Homemaker / Other,"Above Rs. 1,00,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,5,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0128,Dhruv Mittal,2026-09-06T12:50:36.329Z,Madhya Pradesh,Bhopal,Rest of MP,50 years and above,Female,Student,"Below Rs. 30,000",Rarely (Less than once a month),Very frequently (5+ times a month),"Rs. 500 to Rs. 1,500",Offline,4,5,2,5,2,2,2,5,3,Cash on Delivery (COD) / Physical Cash,2,4,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0129,Disha Somani,2026-09-07T12:48:32.874Z,Madhya Pradesh,Ujjain,Rest of MP,18 – 24 years (Student / Young Starter),Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,3,3,5,4,3,3,5,Buy Now Pay Later (BNPL),5,5,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0130,Divya Mahajan,2026-09-08T12:46:29.420Z,Madhya Pradesh,Gwalior,Rest of MP,25 – 34 years (Working Professional / Early Career),Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",Rarely (Less than once a month),3 to 4 times a month,"Rs. 500 to Rs. 1,500",Offline,4,4,4,4,2,2,2,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",4,3,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0131,Gayatri Maheshwari,2026-09-09T12:44:25.965Z,Madhya Pradesh,Jabalpur,Rest of MP,35 – 49 years,Male,Homemaker / Other,"Above Rs. 1,00,000",1 to 2 times a month,Very frequently (5+ times a month),"Rs. 1,501 to Rs. 3,000",Offline,5,5,5,5,3,3,3,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0132,Harshita Porwal,2026-09-10T12:42:22.510Z,Madhya Pradesh,Bhopal,Rest of MP,35 – 49 years,Female,Student,"Below Rs. 30,000",3 to 4 times a month,Rarely (Less than once a month),"Above Rs. 3,000",Online,2,3,2,3,4,4,3,3,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,2,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0133,Hemant Bairagi,2026-09-11T12:40:19.056Z,Madhya Pradesh,Ujjain,Rest of MP,35 – 49 years,Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,3,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0134,Ishaan Mandloi,2026-09-12T12:38:15.601Z,Uttar Pradesh,Lucknow,Major North India,18 – 24 years (Student / Young Starter),Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",3 to 4 times a month,Rarely (Less than once a month),"Rs. 500 to Rs. 1,500",Online,2,5,4,5,4,4,5,5,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,4,5,3,5,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0135,Jatin Patidar,2026-09-13T12:36:12.154Z,Punjab / Haryana / Chandigarh,Chandigarh,Major North India,25 – 34 years (Working Professional / Early Career),Male,Homemaker / Other,"Above Rs. 1,00,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,5,3,5,4,3,3,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,2,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0136,Jaya Mukati,2026-08-31T12:34:08.699Z,Delhi NCR,Delhi NCR,Major North India,25 – 34 years (Working Professional / Early Career),Female,Student,"Below Rs. 30,000",Rarely (Less than once a month),3 to 4 times a month,"Rs. 500 to Rs. 1,500",Offline,4,4,2,4,2,2,2,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",4,3,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0137,Kiran Chouhan,2026-09-01T12:32:05.244Z,Rajasthan,Jaipur,Major North India,35 – 49 years,Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,Very frequently (5+ times a month),"Rs. 1,501 to Rs. 3,000",Offline,5,5,3,5,3,3,3,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0138,Aman Solanki,2026-09-02T12:30:01.790Z,Uttar Pradesh,Lucknow,Major North India,35 – 49 years,Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",3 to 4 times a month,Rarely (Less than once a month),"Rs. 500 to Rs. 1,500",Online,2,3,4,3,4,4,3,3,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,2,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0139,Amrita Parmar,2026-09-03T12:27:58.336Z,Punjab / Haryana / Chandigarh,Chandigarh,Major North India,18 – 24 years (Student / Young Starter),Male,Homemaker / Other,"Above Rs. 1,00,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,4,5,4,5,4,4,4,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,4,4,4,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0140,Anand Sisodia,2026-09-04T12:25:54.881Z,Delhi NCR,Delhi NCR,Major North India,25 – 34 years (Working Professional / Early Career),Female,Student,"Below Rs. 30,000",Rarely (Less than once a month),Very frequently (5+ times a month),"Rs. 500 to Rs. 1,500",Offline,4,5,2,5,2,2,2,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",4,4,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0141,Anita Rathore,2026-09-05T12:23:51.427Z,Rajasthan,Jaipur,Major North India,25 – 34 years (Working Professional / Early Career),Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,3,3,5,4,3,3,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,2,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0142,Anmol Mewada,2026-09-06T12:21:47.973Z,Uttar Pradesh,Lucknow,Major North India,35 – 49 years,Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",Rarely (Less than once a month),3 to 4 times a month,"Rs. 500 to Rs. 1,500",Offline,4,4,4,4,2,2,2,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",4,3,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0143,Anshu Panwar,2026-09-07T12:19:44.518Z,Punjab / Haryana / Chandigarh,Chandigarh,Major North India,35 – 49 years,Male,Homemaker / Other,"Above Rs. 1,00,000",1 to 2 times a month,Very frequently (5+ times a month),"Rs. 1,501 to Rs. 3,000",Offline,5,5,5,5,3,3,3,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0144,Archana Gehlot,2026-09-08T12:17:41.063Z,Delhi NCR,Delhi NCR,Major North India,18 – 24 years (Student / Young Starter),Female,Student,"Below Rs. 30,000",3 to 4 times a month,Rarely (Less than once a month),"Above Rs. 3,000",Online,2,3,2,3,4,4,3,3,4,Buy Now Pay Later (BNPL),4,5,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0145,Bharat Tanwar,2026-09-09T12:15:37.609Z,Rajasthan,Jaipur,Major North India,25 – 34 years (Working Professional / Early Career),Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,3,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0146,Bhupendra Baghel,2026-09-10T13:13:34.154Z,Uttar Pradesh,Lucknow,Major North India,25 – 34 years (Working Professional / Early Career),Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",Rarely (Less than once a month),Very frequently (5+ times a month),"Rs. 500 to Rs. 1,500",Offline,4,5,4,5,2,2,2,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",4,4,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0147,Chhavi Bhuria,2026-09-11T13:11:30.699Z,Punjab / Haryana / Chandigarh,Chandigarh,Major North India,35 – 49 years,Male,Homemaker / Other,"Above Rs. 1,00,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,5,3,5,4,3,3,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,2,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0148,Chirag Rawat,2026-09-12T13:09:27.245Z,Delhi NCR,Delhi NCR,Major North India,35 – 49 years,Female,Student,"Below Rs. 30,000",Rarely (Less than once a month),3 to 4 times a month,"Rs. 500 to Rs. 1,500",Offline,4,4,2,4,2,2,2,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",4,3,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0149,Damini Jamra,2026-09-13T13:07:23.790Z,Rajasthan,Jaipur,Major North India,50 years and above,Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,Very frequently (5+ times a month),"Rs. 1,501 to Rs. 3,000",Offline,5,5,3,5,3,3,3,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0150,Darshan Dawar,2026-08-31T13:05:20.335Z,Uttar Pradesh,Lucknow,Major North India,18 – 24 years (Student / Young Starter),Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",3 to 4 times a month,Rarely (Less than once a month),"Rs. 500 to Rs. 1,500",Online,2,3,4,3,4,4,3,3,4,Buy Now Pay Later (BNPL),4,5,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0151,Dolly Solanki,2026-09-01T13:03:16.880Z,Punjab / Haryana / Chandigarh,Chandigarh,Major North India,25 – 34 years (Working Professional / Early Career),Male,Homemaker / Other,"Above Rs. 1,00,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,5,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0152,Ekta Varma,2026-09-02T13:01:13.426Z,Delhi NCR,Delhi NCR,Major North India,35 – 49 years,Female,Student,"Below Rs. 30,000",Rarely (Less than once a month),Very frequently (5+ times a month),"Rs. 500 to Rs. 1,500",Offline,4,5,2,5,2,2,2,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",4,4,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0153,Gagan Mandloi,2026-09-03T12:59:09.971Z,Rajasthan,Jaipur,Major North India,35 – 49 years,Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,3,3,5,4,3,3,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,2,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0154,Garima Dangi,2026-09-04T12:57:06.517Z,Uttar Pradesh,Lucknow,Major North India,50 years and above,Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",Rarely (Less than once a month),3 to 4 times a month,"Rs. 500 to Rs. 1,500",Offline,4,4,4,4,2,2,2,4,2,Cash on Delivery (COD) / Physical Cash,2,3,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0155,Govind Patel,2026-09-05T12:55:03.063Z,Punjab / Haryana / Chandigarh,Chandigarh,Major North India,18 – 24 years (Student / Young Starter),Male,Homemaker / Other,"Above Rs. 1,00,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,5,5,5,5,4,5,5,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,5,4,5,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0156,Gunjan Chouhan,2026-09-06T12:52:59.608Z,Delhi NCR,Delhi NCR,Major North India,25 – 34 years (Working Professional / Early Career),Female,Student,"Below Rs. 30,000",3 to 4 times a month,Rarely (Less than once a month),"Above Rs. 3,000",Online,2,3,2,3,4,4,3,3,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,2,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0157,Harendra Verma,2026-09-07T12:50:56.153Z,Rajasthan,Jaipur,Major North India,35 – 49 years,Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,3,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0158,Harsha Joshi,2026-09-08T12:48:52.698Z,Uttar Pradesh,Lucknow,Major North India,35 – 49 years,Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",Rarely (Less than once a month),Very frequently (5+ times a month),"Rs. 500 to Rs. 1,500",Offline,4,5,4,5,2,2,2,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",4,4,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0159,Inderjit Sharma,2026-09-09T12:46:49.244Z,Punjab / Haryana / Chandigarh,Chandigarh,Major North India,50 years and above,Male,Homemaker / Other,"Above Rs. 1,00,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,5,3,5,4,3,3,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,2,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0160,Jagdish Jain,2026-09-10T12:44:45.789Z,Delhi NCR,Delhi NCR,Major North India,18 – 24 years (Student / Young Starter),Female,Student,"Below Rs. 30,000",3 to 4 times a month,Rarely (Less than once a month),"Above Rs. 3,000",Online,2,4,2,4,4,4,4,4,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,3,4,3,4,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0161,Kamlesh Gupta,2026-09-11T12:42:42.335Z,Rajasthan,Jaipur,Major North India,25 – 34 years (Working Professional / Early Career),Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,Very frequently (5+ times a month),"Rs. 1,501 to Rs. 3,000",Offline,5,5,3,5,3,3,3,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0162,Kanak Agarwal,2026-09-12T12:40:38.880Z,Uttar Pradesh,Lucknow,Major North India,35 – 49 years,Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",3 to 4 times a month,Rarely (Less than once a month),"Rs. 500 to Rs. 1,500",Online,2,3,4,3,4,4,3,3,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,2,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0163,Kuldeep Yadav,2026-09-13T12:38:35.425Z,Punjab / Haryana / Chandigarh,Chandigarh,Major North India,35 – 49 years,Male,Homemaker / Other,"Above Rs. 1,00,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,5,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0164,Lalit Singh,2026-08-31T12:36:31.970Z,Delhi NCR,Delhi NCR,Major North India,50 years and above,Female,Student,"Below Rs. 30,000",Rarely (Less than once a month),Very frequently (5+ times a month),"Rs. 500 to Rs. 1,500",Offline,4,5,2,5,2,2,2,5,3,Cash on Delivery (COD) / Physical Cash,2,4,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0165,Madhav Dubey,2026-09-01T12:34:28.515Z,Rajasthan,Jaipur,Major North India,18 – 24 years (Student / Young Starter),Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,3,3,5,4,3,3,5,Buy Now Pay Later (BNPL),5,5,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0166,Manisha Pandey,2026-09-02T12:32:25.061Z,Uttar Pradesh,Lucknow,Major North India,25 – 34 years (Working Professional / Early Career),Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",Rarely (Less than once a month),3 to 4 times a month,"Rs. 500 to Rs. 1,500",Offline,4,4,4,4,2,2,2,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",4,3,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0167,Manoj Shukla,2026-09-03T12:30:21.607Z,Punjab / Haryana / Chandigarh,Chandigarh,Major North India,35 – 49 years,Male,Homemaker / Other,"Above Rs. 1,00,000",1 to 2 times a month,Very frequently (5+ times a month),"Rs. 1,501 to Rs. 3,000",Offline,5,5,5,5,3,3,3,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0168,Meena Mishra,2026-09-04T12:28:18.152Z,Delhi NCR,Delhi NCR,Major North India,35 – 49 years,Female,Student,"Below Rs. 30,000",3 to 4 times a month,Rarely (Less than once a month),"Above Rs. 3,000",Online,2,3,2,3,4,4,3,3,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,2,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0169,Narendra Saxena,2026-09-05T12:26:14.697Z,Rajasthan,Jaipur,Major North India,35 – 49 years,Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,3 to 4 times a month,"Rs. 1,501 to Rs. 3,000",Offline,5,4,3,4,3,3,3,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0170,Natasha Soni,2026-09-06T12:24:11.243Z,Uttar Pradesh,Lucknow,Major North India,18 – 24 years (Student / Young Starter),Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",3 to 4 times a month,Rarely (Less than once a month),"Rs. 500 to Rs. 1,500",Online,2,5,4,5,4,4,5,5,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,4,5,3,5,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0171,Naveen Bhatnagar,2026-09-07T12:22:07.788Z,Punjab / Haryana / Chandigarh,Chandigarh,Major North India,25 – 34 years (Working Professional / Early Career),Male,Homemaker / Other,"Above Rs. 1,00,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,5,3,5,4,3,3,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,2,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0172,Nidhi Malviya,2026-09-08T12:20:04.334Z,Delhi NCR,Delhi NCR,Major North India,25 – 34 years (Working Professional / Early Career),Female,Student,"Below Rs. 30,000",Rarely (Less than once a month),3 to 4 times a month,"Rs. 500 to Rs. 1,500",Offline,4,4,2,4,2,2,2,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",4,3,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0173,Omkar Rathore,2026-09-09T12:18:00.879Z,Rajasthan,Jaipur,Major North India,35 – 49 years,Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",1 to 2 times a month,Very frequently (5+ times a month),"Rs. 1,501 to Rs. 3,000",Offline,5,5,3,5,3,3,3,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,5,1,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0174,Payal Rajput,2026-09-10T12:15:57.426Z,Uttar Pradesh,Lucknow,Major North India,35 – 49 years,Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",3 to 4 times a month,Rarely (Less than once a month),"Rs. 500 to Rs. 1,500",Online,2,3,4,3,4,4,3,3,4,"UPI (Google Pay, PhonePe, Paytm QR)",4,2,3,3,3,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0175,Pawan Solanki,2026-09-11T13:13:53.973Z,Punjab / Haryana / Chandigarh,Chandigarh,Major North India,18 – 24 years (Student / Young Starter),Male,Homemaker / Other,"Above Rs. 1,00,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,4,5,4,5,4,4,4,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,3,4,4,4,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0176,Poonam Goyal,2026-09-12T13:11:50.519Z,Delhi NCR,Delhi NCR,Major North India,25 – 34 years (Working Professional / Early Career),Female,Student,"Below Rs. 30,000",Rarely (Less than once a month),Very frequently (5+ times a month),"Rs. 500 to Rs. 1,500",Offline,4,5,2,5,2,2,2,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",4,4,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0177,Radhika Bansal,2026-09-13T13:09:47.065Z,Maharashtra,Mumbai,Other States,25 – 34 years (Working Professional / Early Career),Male,Salaried Professional / Corporate Employee,"Rs. 30,000 to Rs. 60,000",Very frequently (5+ times a month),1 to 2 times a month,"Rs. 1,501 to Rs. 3,000",Online,3,3,3,3,5,4,3,3,5,"UPI (Google Pay, PhonePe, Paytm QR)",5,2,3,4,3,5,PRIMARY_RESEARCH_SURVEY
RESP-2026-0178,Rajendra Mehta,2026-08-31T13:07:43.611Z,Other South / East Indian State,Bengaluru,Other States,35 – 49 years,Female,Business Owner / Self-Employed,"Rs. 60,001 to Rs. 1,00,000",Rarely (Less than once a month),3 to 4 times a month,"Rs. 500 to Rs. 1,500",Offline,4,4,4,4,2,2,2,4,2,"UPI (Google Pay, PhonePe, Paytm QR)",4,3,2,4,1,4,PRIMARY_RESEARCH_SURVEY
RESP-2026-0179,Reena Shah,2026-09-01T13:05:40.157Z,Maharashtra,Mumbai,Other States,35 – 49 years,Male,Homemaker / Other,"Above Rs. 1,00,000",1 to 2 times a month,Very frequently (5+ times a month),"Rs. 1,501 to Rs. 3,000",Offline,5,5,5,5,3,3,3,5,3,"UPI (Google Pay, PhonePe, Paytm QR)",5,4,3,5,1,5,PRIMARY_RESEARCH_SURVEY
